HOMOLOGUER	Reconnaître officiellement.
HOMOPHILIE	Homosexualité.
HOMOPHOBIE	Discrimination, aversion pour l’homosexualité ; attitude hostile envers les homosexuels.
HOMOPHONIE	Graphies qui représentent un même son.
HOMOSEXUEL	Relatif à l’homosexualité.
HOMOZYGOTE	Représenté par deux allèles identiques.
HONGROYAGE	Méthode de tannage des cuirs, pratiquée à l'origine en Hongrie, il est utilisé pour les lanières et les harnais.
HONGROYEUR	Tanneur qui façonne le cuir selon un procédé attribué aux tanneurs de Hongrie.
HONORABLES	Pluriel d’honorable.
HONORAIRES	(Rarement au singulier) Rétribution que l’on donne à quelqu’un qui exerce une profession libérale.
HONORARIAT	Privilège, honneur par lequel on conserve, selon certaines règles, le titre d’une fonction qu’on a cessé d’exercer.
HORIZONTAL	Transversal.
HORLOGERIE	Ouvrages d’horlogerie.
HORNBLENDE	Minéral de la famille des amphiboles calciques.
HORODATAGE	Inscription ou définition automatique de l’heure et de la date associées à un évènement.
HORODATEUR	Horloge pourvue d’un dispositif d’impression permettant de pointer.
HORRIFIANT	Qui .
HORRIFIQUE	Qui est propre à faire horreur, à effrayer.
HORRIPILER	Énerver ou agacer au plus haut point.
HOUBLONNER	Mêler une boisson de houblon.
HOUILLEUSE	Mineuse qui travaille aux mines de houille.
HOUSPILLER	Tirailler et secouer quelqu’un pour le maltraiter, pour le tourmenter.
HOVERBOARD	Skateboard volant.
HOVERCRAFT	Aéroglisseur.
HUMBLEMENT	Modestement.
HUMIDIFIER	Rendre humide, ou plus humide.
HUMIDIFUGE	Qui a la capacité d’absorber ou de repousser l’humidité.
HURLUBERLU	Étourdi ou extravagant.
HYBRIDEUSE	Celle qui effectue des hybridations.
HYBRIDISME	État d’un être végétal ou animal produit de l’hybridation.
HYDRAMNIOS	Amnios aqueux, comportant trop d’eau.
HYDRATABLE	Qui est susceptible de se convertir en hydrate, de se combiner avec l’eau en proportions définies.
HYDROCUTER	Faire subir une hydrocution à.
HYDROFUGER	Rendre hydrofuge.
HYDROLITHE	Variante de
HYDROLOGIE	Ensemble des processus de circulation de l’eau à l'échelle d'un bassin versant ou de la planète.
HYDROLOGUE	Celui ou celle qui sait, qui enseigne l’hydrologie.
HYDROLYSER	Procéder à l’hydrolyse de.
HYDRONYMIE	Étude des noms des cours d’eau.
HYDROPHILE	Qui aime l’eau.
HYDROPHOBE	Qui est atteint d’hydrophobie.
HYDROPHONE	Transducteur électroacoustique destiné à transformer, dans les liquides, des oscillations acoustiques en oscillations électriques.
HYDROPHORE	Qui charrie de l’eau ou de la sérosité, aquifère.
HYDROPHYTE	Qui vit partiellement immergé dans l’eau.
HYDROPIQUE	Qui est atteint d’hydropisie.
HYDROPISIE	Dans le langage ordinaire, enflure plus ou moins considérable du bas-ventre.
HYDROSPEED	Sorte de coque en mousse ou en plastique, protégeant les bras et derrière laquelle il est possible de descendre un cours d’eau rapide.
HYGIAPHONE	Dispositif transparent et perforé qui se trouve à certains guichets pour séparer les interlocuteurs et éviter la contamination.
HYGROPHILE	Qualifie les animaux qui vivent dans les lieux humides.
HYGROPHOBE	Qui craint l'humidité.
HYGROPHORE	Une des espèces de champignons de la famille des hygrophoracées, champignons à lames souvent espacées, au chapeau lubrifié ou visqueux, à spores blanches et au pied sans anneau.
HYGROSCOPE	Instrument mesurant la vapeur d’eau dans l’air.
HYPERACTIF	Qui manifeste de l’hyperactivité.
HYPERALGIE	Sensation de douleur élevée.
HYPERAPPEL	Fonctionnalité permettant d’utiliser les fonctions ou l’interface d’un logiciel à travers l’interface d’un ou plusieurs autres logiciels.
HYPERDULIE	Culte que l’on rend à la Vierge Marie, par opposition à la dulie, culte qu’on rend aux saints. Ce terme est à distinguer de celui de latrie (adoration) qui convient uniquement pour Dieu.
HYPERGAMIE	Pour un individu, mariage avec une personne de rang social supérieur.
HYPERGONAR	Dispositif optique permettant de condenser une image originellement plus large par un procédé d'anamorphose. Destiné à l'origine pour les chars de guerre, il sera utilisé plus tard dans le procédé cinémascope.
HYPERONYME	Mot dont le sens inclut celui d’un autre mot, et qui peut donc être considéré plus générique.
HYPERTENDU	Très tendu.
HYPERTEXTE	Dans la terminologie de , tout texte B uni à un texte antérieur A par une relation d’hypertextualité.
HYPERTONIE	Excès de ton dans les solides organiques.
HYPNOLOGIE	Étude du sommeil, traité sur le sommeil.
HYPNOLOGUE	Praticien de l'hypnologie.
HYPNOTIQUE	Sujet hypnotique.
HYPNOTISER	Captiver l’attention d’un être vivant, au point de lui faire oublier toute autre chose.
HYPNOTISME	État hypnotique.
HYPOCAPNIE	Symptôme se caractérisant par une diminution de la pression partielle de dioxyde de carbone dans le sang.
HYPOCAUSTE	Chauffé par le sol.
HYPOCENTRE	Zone à l’aplomb d’une explosion nucléaire aérienne.
HYPOCHROME	Qualifie une cellule ou une structure biologique présentant une intensité colorimétrique anormalement faible, notamment lors d’une coloration histologique.
HYPOCONDRE	Qui est atteint d’hypocondrie.
HYPOCOTYLE	Partie de la tige située entre le collet et les cotylédons.
HYPOCRISIE	Vice consistant à s'attribuer une vertu, une croyance ou une opinion, une piété ou un sentiment noble que l'on n'a pas.
HYPOGASTRE	Bas-ventre.
HYPOGLOSSE	Sublingual.
HYPOTENSIF	Relatif à l’hypotension.
HYPOTYPOSE	Figure de style consistant en une description animée, une peinture vive et frappante.
ICHNOLOGIE	Science qui étudie les indices de présence laissées par les animaux.
ICONOLOGIE	Étude (historique et théologique) des icônes religieuses.
ICONOLOGUE	Spécialiste de l’iconologie.
ICONOSCOPE	Tube analyseur de caméra de télévision.
ICONOSTASE	Grande cloison qui, dans les églises orthodoxes, sépare le sanctuaire et l’autel où se tient le clergé célébrant la liturgie de la nef et où l’on expose les images de Jésus-Christ, de la Vierge, des quatre évangélistes et de quelques saints.
IDEMPOTENT	Qualifie un nombre qui est son propre carré : a\times a=a.
IDENTIFIER	Reconnaître.
IDIOLECTAL	Relatif a l'idiolecte.
IDIOLECTES	Pluriel d’idiolecte.
IDIOPATHIE	Maladie sans cause ni remède connus.
IDIOTEMENT	D’une manière idiote.
IDIOTIFIER	Rendre idiot.
IGNIMBRITE	Roche formée de débris de lave acide issus d’une nuée ardente et soudés avant leur refroidissement, mélangés à une matrice vitreuse. Elle a un aspect de pierre ponce et est principalement de couleur gris foncé à gris-bleu.
IGNORANTIN	Qui est ignorant, sans culture, ignorantiste.
ILLOGIQUES	Pluriel d’illogique.
ILLUMINANT	Qui illumine.
ILLUTATION	Action de mettre un enduit une pièce en céramique.
ILLYRIENNE	Habitante de l’Illyrie, peuple indo-européen.
IMAGINABLE	Qui peut être imaginé ; que l'on peut imaginer.
IMAGINAIRE	Relatif aux nombres complexes non réels.
IMAGINATIF	Personne qui a de l’imagination.
IMBATTABLE	Que l'on ne peut pas battre, toujours victorieux, invincible.
IMBIBITION	Action d’imbiber ou de s’imbiber.
IMIPRAMINE	Antidépresseur tricyclique
IMITATRICE	Celle qui imite.
IMMARIABLE	Euphémisme de laid.
IMMETTABLE	Que l’on ne peut pas, ou ne doit pas mettre, porter sur soi.
IMMIGRANTE	Immigrée.
IMMOBILIER	Le commerce d’immeubles.
IMMODESTIE	Manque de pudeur.
IMMOLATEUR	Celui qui immole, sacrificateur.
IMMOLATION	Mise à mort d’un grand nombre d’hommes.
IMMORTELLE	Celle qui ne peut pas mourir.
IMMUNISANT	Qui immunise.
IMPALPABLE	Qui est si ténu, si fin, si délié, qu’il ne fait aucune impression sensible au toucher.
IMPANATION	Opinion des luthériens, qui croient en la coexistence du corps de Jésus-Christ et du pain dans l'Eucharistie.
IMPARABLES	Pluriel d’imparable.
IMPASSABLE	Qu’on ne peut passer, franchir.
IMPASSIBLE	Qui n’est pas susceptible de souffrance.
IMPATIENCE	Sorte de démangeaison.
IMPATIENTE	Femme impatiente.
IMPECCABLE	Qui est incapable de pécher.
IMPENSABLE	Qui ne peut pas être imaginé.
IMPERDABLE	Qu’on ne peut pas perdre, égarer.
IMPLACABLE	Qui ne peut être apaisé.
IMPLIQUANT	Qui implique.
IMPLORANTE	Celle qui implore.
IMPOLIMENT	D’une manière impolie.
IMPORTABLE	Qu’on ne peut supporter, trop lourd à porter.
IMPORTANCE	Autorité, crédit, influence.
IMPORTUNER	Déplaire, ennuyer, en parlant de choses qui sont hors de propos ou semblent hors de propos.
IMPOSITION	Action de donner un nom.
IMPOSSIBLE	Insupportable.
IMPRENABLE	Que l'on ne peut prendre, saisir ou attraper.
IMPRESSION	Édition.
IMPRIMABLE	Sur quoi on peut imprimer.
IMPRIMANTE	Périphérique informatique destiné à imprimer du texte ou des éléments graphiques sur du papier.
IMPRIMATUR	Approbation.
IMPRIMERIE	Établissement où l’on imprime.
IMPRIMEUSE	Machine à imprimer ; imprimante.
IMPROBABLE	Invraisemblable.
IMPROVISER	Organiser sans préparation antérieure.
IMPROVISTE	Mot utilisé seulement dans la locution à l’improviste.
IMPRUDENCE	Défaut de prudence.
IMPRUDENTE	Celle qui fait montre d'imprudence.
IMPUISSANT	Atteint d’ sexuelle.
IMPUREMENT	D’une manière impure.
IMPUTATION	Action d’imputer ou résultat de cette action.
INACCOMPLI	Qui reste à faire ou à finir.
INALLIABLE	Qui ne peut pas s’allier. S’emploie surtout en parlant des métaux.
INAMOVIBLE	Qui est toujours à sa place.
INAPPARENT	Qui n’est pas apparent.
INAPTITUDE	Défaut d’aptitude à quelque chose.
INASSOUVIE	Personne qui ne trouve jamais l'assouvissement de ses désirs.
INATTENDUE	Visiteuse que l’on n’attendait point.
INATTENTIF	Qui n’a pas d’attention.
INAVOUABLE	Qui ne peut être avoué.
INCARDINER	Rattacher (un prêtre) à un diocèse particulier.
INCARNADIN	Qui a la couleur de l’incarnadin.
INCASSABLE	Qui ne peut être cassé ou qui ne l’est que difficilement.
INCESSIBLE	Qui ne peut être cédé.
INCESTUEUX	Qui relève de l’inceste.
INCITATEUR	Celui qui incite.
INCITATION	Action d’inciter.
INCLINABLE	Qui peut s’incliner.
INCOLLABLE	Que l’on ne peut pas coller.
INCOMMODER	Être victime de déboires.
INCOMPRISE	Femme incomprise.
INCONDUITE	Défaut de conduite morale.
INCONSTANT	Instable.
INCORPOREL	Qui n’a pas de corps.
INCORPORER	En parlant de pays, de terres, de propriétés.
INCREVABLE	Qui ne peut pas mourir.
INCRIMINER	Suspecter ; mettre en cause.
INCROYABLE	Homme suivant le courant de la mode durant le Directoire.
INCROYANCE	Absence de croyance, de foi en matière de religion.
INCROYANTE	Femme incroyante.
INCRUSTEUR	Personne qui exécute des incrustations.
INCUBATEUR	Couveuse.
INCUBATION	Passage d'une culture dans une étuve bactériologique.
INCULPABLE	Qui peut être inculpé.
INDANSABLE	Qu’on ne peut pas danser.
INDEMNISER	Dédommager quelqu’un de ce qu’il a déboursé, de ce qu’il a perdu, etc.
INDEXATION	Action d'indexer.
INDIANISER	Faire devenir indien, ou plus indien.
INDIANISME	Étude de la langue et de la civilisation de l’Inde.
INDIANISTE	Spécialiste des langues ou des cultures de l’Inde.
INDICATEUR	Oiseau de la famille des Indicatoridae, endémique de l'Afrique subsaharienne ainsi dénommé car il entretient une forme de dialogue avec l'homme dans la recherche des essaims d'abeilles sauvages.
INDICATION	Action d’indiquer ; le renseignement fourni.
INDICIAIRE	Indiciel.
INDIGOTIER	Relatif à la culture l’.
INDIGOTINE	Principe colorant retiré de l’indigo.
INDISPOSER	Affecter d’une indisposition.
INDISTINCT	Qui n’est pas bien distinct.
INDIVIDUEL	Destiné à l’usage d’une seule personne.
INDIVISION	Ensemble des indivisaires qui possèdent un bien en indivision.
INDOMALAIS	Métis né de l’union de parents indien et malais .
INDUCTANCE	Coefficient d’auto-induction ; il a pour unité le henry (H) dans le Système international.
INDULGENCE	Facilité à excuser et à pardonner les fautes, les défauts.
INDURATION	Durcissement d’un tissu, sans altération visible dans sa texture.
INDUSTRIEL	Qui provient de l’industrie.
INEFFICACE	Qui n’a pas d’efficacité, qui ne produit pas son effet.
INEXIGIBLE	Qui n’est pas encore exigible ; qui ne peut être exigé.
INEXISTANT	Qui n’existe pas.
INEXORABLE	Qui ne peut être fléchi, apaisé.
INEXPIABLE	Qui ne peut être expié.
INFAISABLE	Qui ne peut être fait, impossible, irréalisable.
INFANTERIE	Corps de soldats qui combattent à pied.
INFECTIEUX	Qui produit une infection.
INFILTRANT	Qui laisse passer l’eau de pluie.
INFINIMENT	D’une manière infinie.
INFINITUDE	Caractère de ce qui est infini.
INFIRMATIF	Qui infirme, rend nul.
INFIRMERIE	Lieu destiné, en général, à recevoir des malades peu gravement atteints dans les communautés et maisons religieuses, dans les casernes, dans les collèges, dans tout établissement d’instruction comportant un internat.
INFLEXIBLE	Qu’on ne peut fléchir, plier, courber.
INFLUENCER	Fixer dans le but d’impressionner.
INFOGRAPHE	Infographiste.
INFOLETTRE	Bulletin informatif envoyé périodiquement à l’ensemble des personnes inscrites à une liste de diffusion d’un magazine, d'une entreprise, d’une association, etc. généralement envoyé par courriel.
INFORMATIF	Qui informe, qui est riche en enseignements, instructif.
INFRACTION	Non-respect.
INFRAROUGE	Lumière infrarouge.
INGAGNABLE	Qui ne peut être gagné.
INGRESSION	invasion
INGURGITER	Boire, avaler avidement.
INHABITUEL	Qui n’est pas habituel, qui sort de l’ordinaire et surprend.
INHALATEUR	Qui concerne l’inhalation
INHALATION	Action d’aspirer, d’absorber par inspiration.
INHARMONIE	Absence de concordance ou d’harmonie.
INHIBITEUR	Qui inhibe.
INHIBITION	Action d’inhiber.
INHUMATION	Action d’inhumer. — Il se dit surtout dans la langue administrative.
INIMITABLE	Qui ne peut pas être imité.
INIQUEMENT	D’une manière inique.
INITIATEUR	Qui initie, qui ouvre la voie.
INITIATION	Amorçage d'un processus.
INITIATIVE	Possibilité de commencer une action.
INJECTABLE	Que l’on peut injecter.
INJONCTION	Commandement exprès, énoncé d’une manière formelle et impérative, émanant souvent de l’autorité judiciaire.
INLASSABLE	Qui ne se lasse pas de faire quelque chose.
INNOCENTER	Déclarer innocent.
INNOMMABLE	Qui ne peut pas être nommé ou qualifié, indicible.
INNOVATEUR	Qui innove.
INNOVATION	Nouveauté produite pour la première fois ou apportée dans un usage.
INOCULABLE	Qui peut être inoculé.
INOFFENSIF	Qui n'est pas dangereux, qui ne fait pas de mal.
INONDATION	Les eaux débordées.
INOPPORTUN	Qui n’est pas opportun, pas à propos, mal adapté aux circonstances.
INOXYDABLE	Qui n’est pas sujet à s’oxyder.
INQUISITIF	Qui recherche la vérité.
INSATIABLE	Qui ne peut se rassasier ou être rassasié.
INSCRIVANT	Celui qui requiert une inscription d’hypothèque.
INSENSIBLE	Impassible.
INSISTANCE	Action d’insister.
INSOCIABLE	Qui ne crée pas de liens.
INSOLATION	Ensoleillement.
INSOLVABLE	Qui n’a pas de quoi payer ce qu’il doit.
INSOMNIEUX	Personne souffrant d’insomnie.
INSONDABLE	Qui ne peut être sondé.
INSORTABLE	Qui n’est pas adapté à une vie sociale faite de conventions.
INSOUCIANT	Qui n'a pas de souci.
INSOUCIEUX	Qui ne se fait aucun souci.
INSOUMISES	Pluriel du nom commun insoumise.
INSPECTEUR	Officier de police judiciaire.
INSPECTION	Fonction d’inspecteur.
INSTALLEUR	Qui cherche à en imposer, crâneur.
INSTAMMENT	D’une manière instante ou pressante ; avec instance.
INSTINCTIF	Qui tient de l’instinct, qui naît de l’instinct.
INSTITUTES	Ouvrages didactiques de droit.
INSTRUCTIF	Qui instruit, en parlant des choses.
INSTRUMENT	Objet permettant d’exécuter une action.
INSULTEUSE	Celle qui insulte habituellement ou qui fait pour ainsi dire métier d’insulter.
INTANGIBLE	Qui échappe au sens du toucher.
INTEMPOREL	Impérissable, éternel.
INTENDANCE	Fonction d’un intendant.
INTENDANTE	Épouse d’un intendant de province.
INTERACTIF	Qualifie les matériels, les programmes ou les conditions d’exploitation qui permettent des actions réciproques avec des utilisateurs, des spectateurs ou des appareils.
INTERARMES	Qualifie du matériel, une organisation ou une opération commun à plusieurs spécialisations au sein d’une seule armée.
INTERCALER	Ajouter quelque chose après coup.
INTERCLUBS	Qui concerne plusieurs clubs.
INTERCOURS	Espace de temps entre deux cours, dans un établissement scolaire.
INTERFACER	Prendre les dispositions appropriées pour réaliser l’interface entre deux parties d’un système.
INTERFLUVE	Relief compris entre deux talwegs.
INTERJETER	Demander de reconsidérer une position.
INTERLIGNE	Espace qui sépare deux lignes de la portée musicale.
INTERMEZZO	Intermède musical, partie, le plus souvent intercalaire, d'une œuvre musicale.
INTERMODAL	Qui facilite l’utilisation de plusieurs modes de transport au cours d’un même déplacement via une plateforme logistique centralisée.
INTERNAUTE	Utilisateur de l'internet.
INTERNISTE	Médecin spécialiste de médecine interne.
INTERNONCE	Ministre chargé des affaires de l’administration romaine de l’Église, dans un pays où il n’y a pas de nonce.
INTERPELER	Variante orthographique du verbe interpeller.
INTERPHASE	Temps passé entre deux mitoses pendant lequel le volume cellulaire s’accroit, la cellule transcrit ses gènes et les chromosomes sont dupliqués.
INTERPHONE	Téléphone connecté à un réseau intérieur à un immeuble, hôtel, etc., souvent équipé d’un haut-parleur.
INTERPOLER	Redimensionner une image en diminuant ou en augmentant son nombre de pixels.
INTERPOSER	Placer comme médiateur.
INTERROGER	Pousser à la réflexion.
INTERROMPU	Qui subit, ou a subi une interruption.
INTERSIGNE	Signe,
INTERSTICE	Intervalle de temps.
INTERTEXTE	Ensemble des textes en relation dans un texte donné.
INTERTIDAL	Relatif à la partie du rivage où alterne la marée.
INTERTITRE	Sous-titre entre deux titres.
INTERTRIGO	Inflammation de la peau se développant au niveau des plis, surtout chez les personnes grasses.
INTERVALLE	Distance d’un lieu à un autre.
INTERVENIR	Se rendre médiateur dans une affaire.
INTESTINAL	Qui appartient ou qui a rapport aux intestins.
INTIMATION	Action d’intimer.
INTIMEMENT	Dans le fond de l’âme.
INTIMIDANT	Qui est propre à intimider.
INTONATION	Manière d’attaquer un son, un air.
INTOXIQUER	Envoyer des informations erronées à l’adversaire afin de l’affaiblir.
INTRADERMO	Intradermo-réaction.
INTRAMUROS	En dedans de l’enceinte d’une ville.
INTRIGANTE	Femme qui fait des intrigues.
INTRIGUANT	Qui intrigue.
INTRODUIRE	Pénétrer.
INTRONISER	Placer sur le trône en cérémonie.
INTROVERTI	Replié sur lui-même, pensif, réfléchi.
INTUBATION	Action d’introduire un tube dans la trachée d’un patient pour lui permettre de respirer.
INVALIDANT	Qui invalide, qui rend invalide.
INVARIABLE	Qui ne change pas.
INVARIANCE	Qualité de ce qui est invariant, qui ne change pas.
INVECTIVER	Apostropher par des invectives ; injurier.
INVENDABLE	Que sa mauvaise qualité empêche de vendre.
INVENTAIRE	Tout dénombrement.
INVENTRICE	Celle qui a trouvé une chose enfouie dans le sol.
INVERSABLE	Qui peut être inversé.
INVERSIBLE	Qualifie une matrice qui possède une matrice inverse.
INVINCIBLE	Que l’on ne peut vaincre.
INVIOLABLE	Qu’il est impossible de violer (au sens sexuel).
INVITATION	Convocation.
INVOCATEUR	Celui qui invoque.
INVOCATION	Action d’invoquer.
INVOLUTION	Développement interne.
IONISATION	Action d’ioniser.
IONOGRAMME	Examen de laboratoire de biologie médicale qui analyse la concentration en électrolytes d’un liquide organique (sang, urines, liquide céphalo-rachidien).
IRAQUIENNE	Habitante d’Iraq.
IRIDESCENT	Qualifie un nuage irisé par réfraction.
IRIDOLOGIE	Pseudo-science de l’iris de l’œil, qui prétend que son examen par le médecin ou par l’iridologue révèle l’état de santé de certains organes ou certaines affections.
IRIDOLOGUE	Spécialiste de l’iris de l’œil dont l’examen (le médecin jadis "faisait le fond de l’œil") est supposé révéler l’état de santé de certains organes ou certaines affections.
IRLANDAISE	Habitante ou originaire de l'île d'Irlande.
IRRIGATEUR	Qui concerne l’irrigation.
IRRIGATION	Nettoyage d’un organe en l’irriguant.
IRRITATION	Agitation ou exaspération collective dans un contexte social ou politique.
IRRORATION	Action d’exposer à la rosée ou à un arrosement.
ISALLOBARE	Courbe reliant les points d'une carte où les variations de la pression atmosphérique ont une valeur identique durant une période donnée.
ISLAMISANT	Celui qui étudie l’islam.
ISLANDAISE	Femme ou fille habitante ou originaire d’Islande.
ISODYNAMIE	Équivalence entre certains aliments qui peuvent se substituer
ISOFLAVONE	Molécule de la famille des flavonoïdes, étudiées pour leurs propriétés pseudo-œstrogéniques.
ISOGLUCOSE	Liquide sucré et collant utilisé, entre autres, comme édulcorant pour faire des confiseries.
ISOGONIQUE	Qui a la même déclinaison magnétique, qui décrit les mêmes angles.
ISOLEUCINE	Acide aminé hydrophobe et essentiel dont le groupement latéral est un isobutyle.
ISOMORPHIE	Synonyme de isomorphisme.
ISOTONIQUE	Ayant une concentration égale en solutés à celle du cytoplasme.
ISOTOPIQUE	Relatif aux isotopes.
ITALOPHONE	De langue italienne.
IVROGNERIE	Habitude de s’enivrer.
IVROGNESSE	Femme qui a l’habitude de s’enivrer.
JACAPUCAYO	Nom vulgaire du Lecythis ollaria, arbre de la forêt amazonienne, dont les fruits (pyxides) nommés marmite de singe donnent des graines oléagineuses comestibles.
JACASSERIE	Action de jacasser.
JACASSEUSE	Personne bavarde, indiscrète, prolixe, radoteuse.
JACQUELINE	Cruche ventrue, en grès, qui était en usage dans les Flandres.
JACQUEMART	Figure automate d'un homme armé qui frappe les heures sur une cloche.
JAGUARONDI	Petit félin d'Amérique tropicale au pelage uni.
JAMBONNEAU	Partie de la jambe du porc située au-dessous du genou et préparée en charcuterie.
JAMEROSIER	Synonyme de jambosier.
JANISSAIRE	Soldat d’élite de l’infanterie turque, qui servait à la garde du sultan.
JAPONISANT	Qui japonise, qui rend plus japonais.
JARDINERIE	Établissement commercial, souvent de dimension importante, offrant tout ce qui concerne le jardin.
JARDINISTE	Architecte de jardins ; personne qui dessine des jardins.
JARGONNANT	Caractérise un exposé, un discours… qui tient du jargon.
JARGONNEUR	Personne qui jargonne.
JARGONNEUX	Qui est écrit avec des mots de jargon, qui est difficile à comprendre sans être spécialiste.
JARNICOTON	Sorte de juron.
JARNIGOINE	Intelligence ; capacité de réflexion relative à l’analyse et à la compréhension.
JARRETELLE	Dispositif destiné à écouter, à espionner, une ligne téléphonique.
JAUNISSAGE	Opération industrielle qui consiste à jaunir un objet.
JAUNISSANT	Qui est en train de jaunir ; qui est en cours de jaunissement.
JAVASCRIPT	Programme écrit en Javascript.
JAVELLISER	Purifie, rend acceptable.
JOAILLERIE	Art et commerce des joailliers.
JOBARDERIE	Niaiserie bouffonne, plaisanterie sotte.
JOHANNIQUE	Qui a rapport avec .
JOINTEMENT	Fait d’être joint.
JOINTOYEUR	Personne spécialisée dans la réalisation de joints en ciment, chaux, etc.
JONCHEMENT	Action de joncher, résultat de cette action.
JONCHERAIE	Lieu de tressage des joncs.
JOUISSANCE	Plaisir né de la relation sexuelle épanouie.
JOUISSEUSE	Celle qui jouit lors des relations sexuelles.
JOURNALEUX	Mauvais journaliste.
JOURNALIER	Qui se fait chaque jour.
JOUVENCEAU	Habitant de la commune de Saint-Gengoux-le-National, Saône-et-Loire.
JUBILATION	Réjouissance, joie expansive.
JUDICATURE	Territoire sur lequel s’exerce cette administration.
JUDICIAIRE	Faculté de juger, d’apprécier.
JUMENTERIE	Bâtiment consacré à cet élevage.
JURASSIQUE	Volgien
JUSTIFIANT	Qui rend juste intérieurement.
JUXTAPOSER	Mettre l’une à côté de l’autre deux ou plusieurs choses.
KABBALISTE	Adepte de la kabbale.
KAOLINIQUE	Qui se rapporte au kaolin.
KAOLINISER	Transformer en kaolin.
KHAMMESSAT	Bail de fermage coutumier ayant existé au Maghreb, dans lequel le « métayer » recevait un cinquième du produit des terres qu'il cultivait.
KHARIDJITE	Adepte du kharidjisme.
KICHENOTTE	Coiffe paysanne de forme cylindrique, portée notamment par les Acadiennes d'origine française.
KIDNAPPAGE	Action de kidnapper.
KIDNAPPEUR	Personne qui pratique le kidnapping. Personne qui enlève un enfant.
KIDNAPPING	Enlèvement généralement accompagné de demande de rançon.
KIESELGUHR	Terre de diatomée.
KILOGRAMME	Unité de masse dans le Système international d’unités (SI) qui a pour symbole kg. À l’origine le kilogramme représentait la masse d’un litre d’eau au maximum de sa densité, mais il a été défini comme la masse du prototype international du kilogramme sous la forme d'un cylindre de platine et d’iridium conservé au à Sèvres de 1889 à 2019. Il est désormais défini à partir de la constante de Planck (h) de la physique quantique.
KILOPASCAL	Unité de mesure de pression du Système international (SI), valant 10 pascals, et dont le symbole est kPa.
KIMBERLITE	Roche ultramafique (riche en magnésium ou en fer), potassique et riche en éléments incompatibles, ainsi qu’en volatils ( et ).
KINOISERIE	Trait de caractère propre aux habitants de Kinshasa.
KIOSQUISTE	synonyme de kiosquier
KIRIBATIEN	Habitant ou originaire des Kiribati.
KNOCKOUTER	Mettre KO.
KOLKHOZIEN	Membre d’un kolkhoze.
KOOKABURRA	Nom vernaculaire (non normalisé) des quatre espèces de martins-chasseurs du genre Dacelo, de la famille des alcédinidés (tout comme les martins-pêcheurs) caractérisées par leur grande sociabilité, leur forte taille, leur habitude de nicher dans des termitières et leurs vocalisations très sonores rappelant singulièrement le ricanement d’humains qui s’esclaffent, et qui habitent l’Australasie.
KYMOGRAPHE	Appareil servant à l'enregistrement graphique des mouvements par exemple d'un organe ; il est formé d'un stylet relié à l'organe et inscrivant les variations dynamiques sur un tambour vertical en rotation.
LABELLISER	Apposer un label, accorder une garantie officielle de qualité à un produit ou à un service.
LABFERMENT	Présure.
LABIALISER	Prononcer à la manière d’une labiale.
LABORANTIN	Homme qui travaille dans un laboratoire, remplissant des fonctions d’aides, d’auxiliaire, d’assistance.
LABORIEUSE	Qui travaille beaucoup.
LABOURABLE	Qui est propre à être labouré.
LABOUREUSE	Nom vulgaire de la courtilière.
LABYRINTHE	Grand embarras ; complication ; embrouillamini.
LACERTIENS	Division de sauriens comprenant les lézards et les monitors.
LACQUEMANT	Sorte de gaufre plate et souple recouverte de sirop, originaire de Liège et généralement vendue lors de fêtes foraines.
LACTESCENT	Qui est d’un blanc crème comme le lait.
LAGOMORPHE	Qui appartient aux Lagomorphes.
LAGOTRICHE	Singe laineux.
LAIDERONNE	Jeune fille ou jeune femme laide.
LAITONNAGE	Action de laitonner.
LAMARCKIEN	Partisan des doctrines de Lamarck.
LAMBREQUIN	Ornement qui pend du casque et entoure l’écu.
LAMBRISSER	Revêtir de lambris.
LAMBRUSQUE	Liane dioïque, dont de la vigne cultivée est issue, qui croît dans les buissons et les bois en Europe (Vitis vinifera subsp. sylvestris).
LAMELLAIRE	Dont la structure se compose de petites lames, de lamelles
LAMENTABLE	Qui inspire la pitié.
LAMPADAIRE	Haut luminaire intérieur posé sur le sol d’une pièce.
LAMPRILLON	Larve de la lamproie.
LAMPYRIDES	Famille d’insectes coléoptères, ayant pour type le lampyre.
LANDERNEAU	Canton français, situé dans le département du Finistère.
LANGOUREUX	Qui est en langueur.
LANGUEYAGE	Action de langueyer.
LANSQUENET	Jeu de hasard auquel on joue avec des cartes.
LANTERNEAU	Partie surélevée d’une toiture avec un vitrage sur le pourtour.
LANTERNIER	Habitant de La Lanterne-et-les-Armonts, commune française située dans le département de la Haute-Saône.
LANTHANIDE	Série chimique composée de 14 métaux de transition situés entre les éléments de numéros atomiques 57 (La) à 71 (Lu) inclus.
LANUGINEUX	Qui est de la nature de la laine
LAPIDATION	Action de lapider.
LAPIDIFIER	Pétrifier, prendre une consistance pierreuse.
LARMOYEUSE	Celle qui larmoie.
LATHYRISME	Intoxication par des gesses (genre Lathyrus) chez les humains ou les animaux.
LATINISANT	Qui étudie le latin.
LATRODECTE	Genre d’araignées venimeuses, dont certaines souvent mortelles.
LAUDATRICE	Celle qui fait des louanges.
LAURENTIEN	Habitant de Mont-Laurier, ville québécoise.
LAUSANNOIS	Habitant de la ville de Lausanne, en Suisse.
